NAME OF ISSUER,TITLE OF CLASS,CUSIP,VALUE (x$1000),SHRS OR PRN AMT,SH/PRN,PUT/CALL,INVESTMENT DISCRETION,OTHER MANAGER,VOTING AUTHORITY SOLE,VOTING AUTHORITY SHARED,VOTING AUTHORITY NONE,Filing Date
BP CAPITAL MARKETS PLC,CORPORATE BONDS,05565QBU1,1258,1250000,PRN,,SOLE,,1200000,0,50000,0001291422-18-000009
BP PLC SPONSORED ADR,COMMON STOCK,055622104,3276,71069,SH,,SOLE,,68287,0,2782,0001291422-18-000009
BP PLC SPONSORED ADR,COMMON STOCK,055622104,19,418,SH,,OTR,,0,0,418,0001291422-18-000009
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,1603,25823,SH,,SOLE,,25823,0,0,0001291422-18-000009
BRISTOL MYERS SQUIBB CO COM,COMMON STOCK,110122108,25,400,SH,,OTR,,400,0,0,0001291422-18-000009
BRITISH AMERICAN TOBACCO PLC -,COMMON STOCK,110448107,1413,30304,SH,,SOLE,,29953,0,351,0001291422-18-000009
BROADCOM INC.,COMMON STOCK,11135F101,10598,42954,SH,,SOLE,,41918,0,1036,0001291422-18-000009
BROADCOM INC.,COMMON STOCK,11135F101,28,113,SH,,OTR,,0,0,113,0001291422-18-000009
BROWN CAPITAL MGMT,MUTUAL FUNDS -,115291403,40310,338499,SH,,SOLE,,319179,0,19320,0001291422-18-000009
BROWN CAPITAL MGMT,MUTUAL FUNDS -,115291403,299,2511,SH,,OTR,,1027,0,1484,0001291422-18-000009
BROWN CAPITAL MGMT,MUTUAL FUNDS -,115291833,1080,9215,SH,,SOLE,,9215,0,0,0001291422-18-000009
CAPITAL ONE NA,CORPORATE BONDS,14042E4A5,448,450000,PRN,,SOLE,,450000,0,0,0001291422-18-000009
CARNIVAL CORPORATION,COMMON STOCK,143658300,2202,34533,SH,,SOLE,,34146,0,387,0001291422-18-000009
CATERPILLAR INC DEL COM,COMMON STOCK,149123101,100,655,SH,,SOLE,,655,0,0,0001291422-18-000009
CATERPILLAR INC DEL COM,COMMON STOCK,149123101,133,870,SH,,OTR,,870,0,0,0001291422-18-000009
CBOE HOLDINGS INC,CORPORATE BONDS,12503MAB4,1391,1400000,PRN,,SOLE,,1400000,0,0,0001291422-18-000009
CBOE HOLDINGS INC,CORPORATE BONDS,12503MAB4,99,100000,PRN,,OTR,,100000,0,0,0001291422-18-000009
CELGENE CORP,COMMON STOCK,151020104,654,7312,SH,,SOLE,,7312,0,0,0001291422-18-000009
CHEMOURS CO USD 0.01,COMMON STOCK,163851108,268,6807,SH,,SOLE,,6807,0,0,0001291422-18-000009
CHEVRON TEXACO CORP,COMMON STOCK,166764100,10515,85995,SH,,SOLE,,83512,0,2483,0001291422-18-000009
CHEVRON TEXACO CORP,COMMON STOCK,166764100,21,170,SH,,DFND,,170,0,0,0001291422-18-000009
CHEVRON TEXACO CORP,COMMON STOCK,166764100,42,347,SH,,OTR,,0,0,347,0001291422-18-000009
CHUBB LIMITED,COMMON STOCK,H1467J104,1416,10596,SH,,SOLE,,10596,0,0,0001291422-18-000009
CHUBB LIMITED,COMMON STOCK,H1467J104,25,186,SH,,OTR,,186,0,0,0001291422-18-000009
CINTAS CORPORATION,COMMON STOCK,172908105,6129,30984,SH,,SOLE,,29533,0,1451,0001291422-18-000009
CINTAS CORPORATION,COMMON STOCK,172908105,45,228,SH,,OTR,,0,0,228,0001291422-18-000009
CISCO SYS INC COM,COMMON STOCK,17275R102,10191,209479,SH,,SOLE,,201759,0,7720,0001291422-18-000009
CISCO SYS INC COM,COMMON STOCK,17275R102,49,1010,SH,,DFND,,1010,0,0,0001291422-18-000009
CISCO SYS INC COM,COMMON STOCK,17275R102,48,982,SH,,OTR,,0,0,982,0001291422-18-000009
CITIGROUP INC,COMMON STOCK,172967424,3788,52808,SH,,SOLE,,50745,0,2063,0001291422-18-000009
CITIGROUP INC,COMMON STOCK,172967424,21,298,SH,,OTR,,0,0,298,0001291422-18-000009
CITIGROUP INC,CORPORATE BONDS,172967LF6,5055,5100000,PRN,,SOLE,,5075000,0,25000,0001291422-18-000009
CITIGROUP INC,CORPORATE BONDS,172967LF6,99,100000,PRN,,OTR,,100000,0,0,0001291422-18-000009
CLEARBRIDGE,MUTUAL FUNDS -,524686466,1031,14954,SH,,SOLE,,14954,0,0,0001291422-18-000009
CLEARBRIDGE,MUTUAL FUNDS -,524686466,12,173,SH,,OTR,,0,0,173,0001291422-18-000009
CLEARBRIDGE,MUTUAL FUNDS -,524686524,13870,285509,SH,,SOLE,,264124,0,21385,0001291422-18-000009
CLEARBRIDGE,MUTUAL FUNDS -,524686524,42,872,SH,,OTR,,872,0,0,0001291422-18-000009
CLEARBRIDGE LARGE CAP GROWTH,MUTUAL FUNDS -,52469H784,1015,19552,SH,,SOLE,,18898,0,654,0001291422-18-000009
CLEARBRIDGE LARGE CAP GROWTH,MUTUAL FUNDS -,52469H784,20,387,SH,,OTR,,387,0,0,0001291422-18-000009
CLEARBRIDGE SMALL CAP,MUTUAL FUNDS -,52470H666,704,15126,SH,,SOLE,,15126,0,0,0001291422-18-000009
COHEN & STEERS,MUTUAL FUNDS -,191912401,1679,107873,SH,,SOLE,,107873,0,0,0001291422-18-000009
COLE CREDIT,COMMON STOCK,19326W106,557,23200,SH,,SOLE,,23200,0,0,0001291422-18-000009
COLGATE PALMOLIVE CO COM,COMMON STOCK,194162103,57,858,SH,,SOLE,,858,0,0,0001291422-18-000009
COLGATE PALMOLIVE CO COM,COMMON STOCK,194162103,181,2700,SH,,OTR,,2700,0,0,0001291422-18-000009
COMCAST CORPORATION NEW,COMMON STOCK,20030N101,3847,108639,SH,,SOLE,,103173,0,5466,0001291422-18-000009
COMCAST CORPORATION NEW,COMMON STOCK,20030N101,29,807,SH,,OTR,,0,0,807,0001291422-18-000009
CONOCOPHILLIPS,COMMON STOCK,20825C104,532,6875,SH,,SOLE,,6875,0,0,0001291422-18-000009
CRACKER BARREL OLD COUNTRY STORE,COMMON STOCK,22410J106,2183,14834,SH,,SOLE,,14669,0,165,0001291422-18-000009
CRACKER BARREL OLD COUNTRY STORE,COMMON STOCK,22410J106,22,150,SH,,DFND,,150,0,0,0001291422-18-000009
CREDIT SUISSE,MUTUAL FUNDS -,22544R107,253,53089,SH,,SOLE,,53089,0,0,0001291422-18-000009
CRISPR THERAPEUTICS AG,COMMON STOCK,H17182108,275,6208,SH,,SOLE,,6208,0,0,0001291422-18-000009
CROWN CASTLE INTERNATIONAL,COMMON STOCK,22822V101,3268,29355,SH,,SOLE,,27571,0,1784,0001291422-18-000009
CROWN CASTLE INTERNATIONAL,COMMON STOCK,22822V101,37,330,SH,,OTR,,0,0,330,0001291422-18-000009
CRYSTAL GRAPHITE CORPORATION,COMMON STOCK,229248109,0,300000,SH,,SOLE,,300000,0,0,0001291422-18-000009
CSX CORPORATION,CORPORATE BONDS,126408GT4,1959,1940000,PRN,,SOLE,,1940000,0,0,0001291422-18-000009
CULLEN HIGH DIVIDEND EQUITY FUND,MUTUAL FUNDS -,230001406,290,15490,SH,,SOLE,,0,0,15490,0001291422-18-000009
CVS HEALTH CORP,COMMON STOCK,126650100,412,5240,SH,,SOLE,,5240,0,0,0001291422-18-000009
CVS HEALTH CORP,CORPORATE BONDS,126650CB4,3472,3475000,PRN,,SOLE,,3475000,0,0,0001291422-18-000009
D R HORTON INC.,COMMON STOCK,23331A109,2858,67757,SH,,SOLE,,63378,0,4379,0001291422-18-000009
D R HORTON INC.,COMMON STOCK,23331A109,28,666,SH,,OTR,,0,0,666,0001291422-18-000009
DANA MOLDED PRODUCTS INC CLASS B,COMMON STOCK,239002991,0,87029,SH,,OTR,,87029,0,0,0001291422-18-000009
DELAWARE,MUTUAL FUNDS -,24610B818,612,8589,SH,,SOLE,,8589,0,0,0001291422-18-000009
DISNEY,COMMON STOCK,254687106,10674,91274,SH,,SOLE,,89008,0,2266,0001291422-18-000009
DISNEY,COMMON STOCK,254687106,227,1944,SH,,OTR,,1600,0,344,0001291422-18-000009
DODGE & COX,MUTUAL FUNDS -,256206103,327,7545,SH,,SOLE,,7545,0,0,0001291422-18-000009
DODGE & COX,MUTUAL FUNDS -,256210105,1299,97207,SH,,SOLE,,97207,0,0,0001291422-18-000009
"DOMINION RESOURCES, INC.",COMMON STOCK,25746U109,249,3546,SH,,SOLE,,3546,0,0,0001291422-18-000009
DOUBLELINE,MUTUAL FUNDS -,258620863,53261,5358217,SH,,SOLE,,5333316,0,24901,0001291422-18-000009
DOUBLELINE,MUTUAL FUNDS -,258620863,270,27116,SH,,OTR,,27116,0,0,0001291422-18-000009
DOWDUPONT INC,COMMON STOCK,26078J100,10590,164665,SH,,SOLE,,161200,0,3465,0001291422-18-000009
DOWDUPONT INC,COMMON STOCK,26078J100,36,565,SH,,DFND,,565,0,0,0001291422-18-000009
DOWDUPONT INC,COMMON STOCK,26078J100,38,592,SH,,OTR,,150,0,442,0001291422-18-000009
DURHAM NC,MUNICIPAL OBLIG,26678PCZ1,240,250000,PRN,,SOLE,,250000,0,0,0001291422-18-000009
DXC TECHNOLOGY CO,COMMON STOCK,23355L106,2172,23220,SH,,SOLE,,21630,0,1590,0001291422-18-000009
DXC TECHNOLOGY CO,COMMON STOCK,23355L106,22,238,SH,,OTR,,0,0,238,0001291422-18-000009
EATON CORP PLC,COMMON STOCK,G29183103,2952,34032,SH,,SOLE,,33662,0,370,0001291422-18-000009
EATON CORP PLC,COMMON STOCK,G29183103,28,320,SH,,DFND,,320,0,0,0001291422-18-000009
ECOLAB INC.,CORPORATE BONDS,278865AL4,412,400000,PRN,,SOLE,,400000,0,0,0001291422-18-000009
ECOLAB INC.,CORPORATE BONDS,278865AT7,1822,1825000,PRN,,SOLE,,1775000,0,50000,0001291422-18-000009
EDITAS MEDICINE INC,COMMON STOCK,28106W103,417,13118,SH,,SOLE,,13118,0,0,0001291422-18-000009
EDWARDS LIFESCIENCES CORP COM,COMMON STOCK,28176E108,9998,57428,SH,,SOLE,,57428,0,0,0001291422-18-000009
ELI LILY & CO,COMMON STOCK,532457108,7798,72672,SH,,SOLE,,70789,0,1883,0001291422-18-000009
ELI LILY & CO,COMMON STOCK,532457108,45,415,SH,,DFND,,415,0,0,0001291422-18-000009
ELI LILY & CO,COMMON STOCK,532457108,20,190,SH,,OTR,,0,0,190,0001291422-18-000009
EMERSON ELECTRIC CO,COMMON STOCK,291011104,3594,46934,SH,,SOLE,,46426,0,508,0001291422-18-000009
EMERSON ELECTRIC CO,COMMON STOCK,291011104,28,370,SH,,DFND,,370,0,0,0001291422-18-000009
ENTERGY CORPORATION,COMMON STOCK,29364G103,1090,13441,SH,,SOLE,,13441,0,0,0001291422-18-000009
EURONET WORLDWIDE INC,COMMON STOCK,298736109,311,3108,SH,,SOLE,,3108,0,0,0001291422-18-000009
EVERSOURCE ENERGY,COMMON STOCK,30040W108,279,4540,SH,,SOLE,,4540,0,0,0001291422-18-000009
EXELON CORPORATION,COMMON STOCK,30161N101,4506,103203,SH,,SOLE,,98253,0,4950,0001291422-18-000009
EXELON CORPORATION,COMMON STOCK,30161N101,34,781,SH,,OTR,,0,0,781,0001291422-18-000009
EXELON GENERATION CO LLC,CORPORATE BONDS,30161MAH6,404,400000,PRN,,SOLE,,400000,0,0,0001291422-18-000009
EXPRESS SCRIPTS HOLDINGS CO,CORPORATE BONDS,30219GAH1,324,325000,PRN,,SOLE,,325000,0,0,0001291422-18-000009
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,13616,160150,SH,,SOLE,,156664,0,3486,0001291422-18-000009
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,20,230,SH,,DFND,,230,0,0,0001291422-18-000009
EXXON MOBIL CORP COM,COMMON STOCK,30231G102,317,3733,SH,,OTR,,3250,0,483,0001291422-18-000009
FACEBOOK INC-A,COMMON STOCK,30303M102,6280,38184,SH,,SOLE,,36543,0,1641,0001291422-18-000009
FACEBOOK INC-A,COMMON STOCK,30303M102,37,227,SH,,OTR,,0,0,227,0001291422-18-000009
FEDERATED,MUTUAL FUNDS -,31417P858,17816,1785188,SH,,SOLE,,1752774,0,32414,0001291422-18-000009
FEDERATED,MUTUAL FUNDS -,31417P858,458,45896,SH,,OTR,,0,0,45896,0001291422-18-000009
FEDERATED,MUTUAL FUNDS -,31420E882,15311,584180,SH,,SOLE,,513703,0,70477,0001291422-18-000009
FEDERATED,MUTUAL FUNDS -,31420E882,22,830,SH,,OTR,,830,0,0,0001291422-18-000009
FIDELITY,MUTUAL FUNDS -,316128875,958,39574,SH,,SOLE,,39574,0,0,0001291422-18-000009
FIDELITY NATL INFORMATION SVC,COMMON STOCK,31620M106,5783,53024,SH,,SOLE,,50923,0,2101,0001291422-18-000009
FIDELITY NATL INFORMATION SVC,COMMON STOCK,31620M106,35,317,SH,,OTR,,0,0,317,0001291422-18-000009
FIRST AMERICAN AGGRESSIVE,COMMON TRUST FU,CIT016201,9771,788298,PRN,,SOLE,,788298,0,0,0001291422-18-000009
FIRST AMERICAN AGGRESSIVE,COMMON TRUST FU,CIT016201,557,44947,PRN,,DFND,,44947,0,0,0001291422-18-000009
FIRST AMERICAN BALANCED INDEX,COMMON TRUST FU,CIT016151,37295,2952533,PRN,,SOLE,,2952533,0,0,0001291422-18-000009
FIRST AMERICAN BALANCED INDEX,COMMON TRUST FU,CIT016151,2431,192467,PRN,,DFND,,192467,0,0,0001291422-18-000009
FIRST AMERICAN BANK CONSERVATIVE,COMMON TRUST FU,CIT016219,5012,450908,PRN,,SOLE,,450908,0,0,0001291422-18-000009
FIRST AMERICAN BANK CONSERVATIVE,COMMON TRUST FU,CIT016219,103,9236,PRN,,DFND,,9236,0,0,0001291422-18-000009
FIRST AMERICAN BANK CORPORATION,COMMON STOCK,31847G106,3605,11377,SH,,SOLE,,11082,0,295,0001291422-18-000009
FIRST EAGLE,MUTUAL FUNDS -,32008F606,406,6836,SH,,SOLE,,6836,0,0,0001291422-18-000009
FIRST REPUBLIC BANK,COMMON STOCK,33616C100,10321,107514,SH,,SOLE,,104661,0,2853,0001291422-18-000009
FIRST REPUBLIC BANK,COMMON STOCK,33616C100,41,431,SH,,OTR,,0,0,431,0001291422-18-000009
FIVE BELOW,COMMON STOCK,33829M101,225,1733,SH,,SOLE,,1733,0,0,0001291422-18-000009
FLEETCOR TECHNOLOGIES INC,COMMON STOCK,339041105,319,1400,SH,,SOLE,,1400,0,0,0001291422-18-000009
FORTIVE CORPORATION,COMMON STOCK,34959J108,4660,55344,SH,,SOLE,,53752,0,1592,0001291422-18-000009
FORTIVE CORPORATION,COMMON STOCK,34959J108,25,295,SH,,OTR,,100,0,195,0001291422-18-000009
FRANKLIN,MUTUAL FUNDS -,353612617,201,20744,SH,,SOLE,,20744,0,0,0001291422-18-000009
FRANKLIN,MUTUAL FUNDS -,353612617,125,12942,SH,,OTR,,12942,0,0,0001291422-18-000009
FRANKLIN STREET PROPERTIES CORP,COMMON STOCK,35471R106,148,18571,SH,,SOLE,,18571,0,0,0001291422-18-000009
FRITSCH FARM 3 SCHUYLER CO IL,REAL ESTATE,RE0000035,1124,1,SH,,OTR,,1,0,0,0001291422-18-000009
GARLAND TX CTFS GENL OBLGTN LTD,MUNICIPAL OBLIG,366119Q99,476,500000,PRN,,SOLE,,500000,0,0,0001291422-18-000009
GENERAL DYNAMICS CORPORATION,COMMON STOCK,369550108,2711,13244,SH,,SOLE,,13244,0,0,0001291422-18-000009
GENERAL DYNAMICS CORPORATION,CORPORATE BONDS,369550BE7,3417,3435000,PRN,,SOLE,,3385000,0,50000,0001291422-18-000009
GENERAL DYNAMICS CORPORATION,CORPORATE BONDS,369550BE7,50,50000,PRN,,OTR,,50000,0,0,0001291422-18-000009
GENUINE PARTS COMPANY,COMMON STOCK,372460105,609,6122,SH,,SOLE,,6122,0,0,0001291422-18-000009
GEORGIA PACIFIC LLC,CORPORATE BONDS,37331NAF8,382,385000,PRN,,SOLE,,385000,0,0,0001291422-18-000009
GEORGIA POWER CO,CORPORATE BONDS,373334KD2,2272,2275000,PRN,,SOLE,,2275000,0,0,0001291422-18-000009
"GILEAD SCIENCES, INC.",COMMON STOCK,375558103,5526,71567,SH,,SOLE,,70347,0,1220,0001291422-18-000009
"GILEAD SCIENCES, INC.",COMMON STOCK,375558103,13,168,SH,,OTR,,0,0,168,0001291422-18-000009
GLOBAL PAYMENTS,COMMON STOCK,37940X102,7714,60553,SH,,SOLE,,58058,0,2495,0001291422-18-000009
GLOBAL PAYMENTS,COMMON STOCK,37940X102,44,342,SH,,OTR,,0,0,342,0001291422-18-000009
GOLDMAN SACHS,CORPORATE BONDS,38141EA66,470,450000,PRN,,SOLE,,450000,0,0,0001291422-18-000009
GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,8934,39841,SH,,SOLE,,39021,0,820,0001291422-18-000009
GOLDMAN SACHS GROUP INC,COMMON STOCK,38141G104,36,159,SH,,OTR,,30,0,129,0001291422-18-000009
HARTFORD,MUTUAL FUNDS -,416645679,13971,434435,SH,,SOLE,,434435,0,0,0001291422-18-000009
HARTFORD,MUTUAL FUNDS -,416645679,753,23404,SH,,DFND,,23404,0,0,0001291422-18-000009
HARTFORD,MUTUAL FUNDS -,41664R192,19655,609642,SH,,SOLE,,609642,0,0,0001291422-18-000009
HENDERSON NV,MUNICIPAL OBLIG,4252003D2,250,250000,PRN,,SOLE,,250000,0,0,0001291422-18-000009
HOME DEPOT INC COM,COMMON STOCK,437076102,8043,38825,SH,,SOLE,,36760,0,2065,0001291422-18-000009
HOME DEPOT INC COM,COMMON STOCK,437076102,60,291,SH,,OTR,,0,0,291,0001291422-18-000009
HONEYWELL INTL INC,COMMON STOCK,438516106,8366,50278,SH,,SOLE,,48288,0,1990,0001291422-18-000009
HONEYWELL INTL INC,COMMON STOCK,438516106,38,230,SH,,OTR,,0,0,230,0001291422-18-000009
HONEYWELL INTL INC,CORPORATE BONDS,438516BA3,514,500000,PRN,,SOLE,,500000,0,0,0001291422-18-000009
HP INC,COMMON STOCK,40434L105,4010,155595,SH,,SOLE,,153824,0,1771,0001291422-18-000009
HP INC,COMMON STOCK,40434L105,34,1300,SH,,DFND,,1300,0,0,0001291422-18-000009
HUNTINGTON BANCSHARES,COMMON STOCK,446150104,2184,146370,SH,,SOLE,,144669,0,1701,0001291422-18-000009
IBM CORP,COMMON STOCK,459200101,2362,15623,SH,,SOLE,,15480,0,143,0001291422-18-000009
IBM CORP,COMMON STOCK,459200101,15,100,SH,,DFND,,100,0,0,0001291422-18-000009
IBM CORP,COMMON STOCK,459200101,30,200,SH,,OTR,,200,0,0,0001291422-18-000009
IBM CORP,CORPORATE BONDS,459200GM7,501,500000,PRN,,SOLE,,500000,0,0,0001291422-18-000009
ILLINOIS TOOL,COMMON STOCK,452308109,2937,20810,SH,,SOLE,,20810,0,0,0001291422-18-000009
ILLINOIS TOOL,COMMON STOCK,452308109,422,2990,SH,,OTR,,2990,0,0,0001291422-18-000009
INGREDION INCORPORATED,COMMON STOCK,457187102,367,3500,SH,,SOLE,,3500,0,0,0001291422-18-000009
INTEL CORP COM,COMMON STOCK,458140100,8561,181039,SH,,SOLE,,176742,0,4297,0001291422-18-000009
INTEL CORP COM,COMMON STOCK,458140100,35,745,SH,,DFND,,745,0,0,0001291422-18-000009
INTEL CORP COM,COMMON STOCK,458140100,48,1012,SH,,OTR,,500,0,512,0001291422-18-000009
INTERCONTINENTAL EXCHANGE INC,COMMON STOCK,45866F104,4013,53591,SH,,SOLE,,50888,0,2703,0001291422-18-000009
INTERCONTINENTAL EXCHANGE INC,COMMON STOCK,45866F104,27,362,SH,,OTR,,0,0,362,0001291422-18-000009
INVESCO LIMITED,COMMON STOCK,G491BT108,346,15111,SH,,SOLE,,15111,0,0,0001291422-18-000009
ISHARES,COMMON STOCK,464287150,337,5052,SH,,SOLE,,5052,0,0,0001291422-18-000009
ISHARES,COMMON STOCK,464287168,205,2050,SH,,SOLE,,2050,0,0,0001291422-18-000009
JANUS,MUTUAL FUNDS -,471023481,290,4474,SH,,SOLE,,4474,0,0,0001291422-18-000009
JANUS HENDERSON,MUTUAL FUNDS -,47103X492,384,53494,SH,,SOLE,,53494,0,0,0001291422-18-000009
JANUS HENDERSON,MUTUAL FUNDS -,47103X534,3021,421950,SH,,SOLE,,421950,0,0,0001291422-18-000009
JANUS HENDERSON,MUTUAL FUNDS -,47103X534,224,31227,SH,,DFND,,31227,0,0,0001291422-18-000009
JOHN HANCOCK III,MUTUAL FUNDS -,47803U418,727,31613,SH,,SOLE,,31613,0,0,0001291422-18-000009
JOHN HANCOCK LIFE INSURANCE CO,INSURANCE POLIC,IP0001293,262,1,PRN,,SOLE,,1,0,0,0001291422-18-000009
JOHN HANCOCK LIFE INSURANCE CO,INSURANCE POLIC,IP0001301,262,1,PRN,,SOLE,,1,0,0,0001291422-18-000009
JOHNSON & JOHNSON,COMMON STOCK,478160104,8216,59464,SH,,SOLE,,57272,0,2192,0001291422-18-000009
JOHNSON & JOHNSON,COMMON STOCK,478160104,32,230,SH,,DFND,,230,0,0,0001291422-18-000009
JOHNSON & JOHNSON,COMMON STOCK,478160104,66,478,SH,,OTR,,200,0,278,0001291422-18-000009
JOHNSON & JOHNSON,CORPORATE BONDS,478160AW4,502,500000,PRN,,SOLE,,500000,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,48121A415,21974,2195192,SH,,SOLE,,2135365,0,59827,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,48121A415,627,62612,SH,,OTR,,62612,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,4812A3254,210,20046,SH,,SOLE,,20046,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,4812C0498,528,29125,SH,,SOLE,,29125,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,4812C1488,455,19058,SH,,SOLE,,19058,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,4812C1488,5,196,SH,,DFND,,196,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,4812C1686,1662,50049,SH,,SOLE,,50049,0,0,0001291422-18-000009
JP MORGAN,MUTUAL FUNDS -,4812C1686,401,12066,SH,,DFND,,12066,0,0,0001291422-18-000009
JP MORGAN CHASE,CORPORATE BONDS,48127HAA7,3069,3090000,PRN,,SOLE,,3090000,0,0,0001291422-18-000009
JP MORGAN CHASE,CORPORATE BONDS,48127HAA7,99,100000,PRN,,OTR,,100000,0,0,0001291422-18-000009
JP MORGAN CHASE & CO,COMMON STOCK,46625H100,16571,146856,SH,,SOLE,,141159,0,5697,0001291422-18-000009
JP MORGAN CHASE & CO,COMMON STOCK,46625H100,347,3071,SH,,OTR,,2310,0,761,0001291422-18-000009
JP MORGAN CHASE & CO,CORPORATE BONDS,46625HHU7,382,375000,PRN,,SOLE,,350000,0,25000,0001291422-18-000009
JP MORGAN INTREPID MID CAP,MUTUAL FUNDS -,46641U572,1203,47686,SH,,SOLE,,47686,0,0,0001291422-18-000009
JP MORGAN SMALL CAP EQUITY-A,MUTUAL FUNDS -,4812A1365,5464,99226,SH,,SOLE,,99226,0,0,0001291422-18-000009
JP MORGAN SMALL CAP EQUITY-A,MUTUAL FUNDS -,4812A1365,412,7473,SH,,DFND,,7473,0,0,0001291422-18-000009
JP MORGAN SMALL CAP EQUITY-R6,MUTUAL FUNDS -,48127B862,5342,83711,SH,,SOLE,,83711,0,0,0001291422-18-000009
KELLOGG CO COM,COMMON STOCK,487836108,1525,21785,SH,,SOLE,,20170,0,1615,0001291422-18-000009
KELLOGG CO COM,COMMON STOCK,487836108,45,640,SH,,OTR,,400,0,240,0001291422-18-000009
KENT OH CITY SCH DIST,MUNICIPAL OBLIG,490656LD5,316,300000,PRN,,SOLE,,300000,0,0,0001291422-18-000009
KRAFT HEINZ CO.,COMMON STOCK,500754106,2103,38153,SH,,SOLE,,37720,0,433,0001291422-18-000009
KRAFT HEINZ CO.,COMMON STOCK,500754106,17,305,SH,,DFND,,305,0,0,0001291422-18-000009
KRAFT HEINZ CO.,COMMON STOCK,500754106,4,69,SH,,OTR,,69,0,0,0001291422-18-000009
LAMB WESTON HOLDINGS INC,COMMON STOCK,513272104,541,8129,SH,,SOLE,,8129,0,0,0001291422-18-000009
LAUDUS GROWTH INVESTORS,MUTUAL FUNDS -,51855Q549,10437,446221,SH,,SOLE,,446221,0,0,0001291422-18-000009
LAZARD EMERGING MARKETS,MUTUAL FUNDS -,52106N764,498,28066,SH,,SOLE,,28066,0,0,0001291422-18-000009
"LEGGETT & PLATT, INCORPORATED",COMMON STOCK,524660107,2098,47918,SH,,SOLE,,47384,0,534,0001291422-18-000009
"LEGGETT & PLATT, INCORPORATED",COMMON STOCK,524660107,23,520,SH,,DFND,,520,0,0,0001291422-18-000009
LEIDOS HOLDINGS INC,COMMON STOCK,525327102,1888,27296,SH,,SOLE,,27060,0,236,0001291422-18-000009
LINCOLN NAT'L LIFE INSURANCE,INSURANCE POLIC,IP0001467,215,1,PRN,,SOLE,,1,0,0,0001291422-18-000009
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,10371,29978,SH,,SOLE,,29231,0,747,0001291422-18-000009
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,38,110,SH,,DFND,,110,0,0,0001291422-18-000009
LOCKHEED MARTIN CORPORATION,COMMON STOCK,539830109,35,100,SH,,OTR,,0,0,100,0001291422-18-000009
LOCKHEED MARTIN CORPORATION,CORPORATE BONDS,539830BF5,419,425000,PRN,,SOLE,,425000,0,0,0001291422-18-000009
LOWES COS INC COM,COMMON STOCK,548661107,9772,85108,SH,,SOLE,,85108,0,0,0001291422-18-000009
LOWES COS INC COM,COMMON STOCK,548661107,276,2400,SH,,OTR,,2400,0,0,0001291422-18-000009
LYONDELLBASELL INDUSTRIES NV,COMMON STOCK,N53745100,2800,27310,SH,,SOLE,,27042,0,268,0001291422-18-000009
LYONDELLBASELL INDUSTRIES NV,COMMON STOCK,N53745100,21,200,SH,,DFND,,200,0,0,0001291422-18-000009
MARRIOTT INTL INC CL A,COMMON STOCK,571903202,7098,53761,SH,,SOLE,,51432,0,2329,0001291422-18-000009
MARRIOTT INTL INC CL A,COMMON STOCK,571903202,46,347,SH,,OTR,,0,0,347,0001291422-18-000009
MARSH & MCLENNAN COS INC,COMMON STOCK,571748102,4146,50123,SH,,SOLE,,47977,0,2146,0001291422-18-000009
MARSH & MCLENNAN COS INC,COMMON STOCK,571748102,26,309,SH,,OTR,,0,0,309,0001291422-18-000009
MARSH & MCLENNAN COS INC,CORPORATE BONDS,571748AR3,258,250000,PRN,,SOLE,,250000,0,0,0001291422-18-000009
MARSH & MCLENNAN COS INC,CORPORATE BONDS,571748AW2,1044,1050000,PRN,,SOLE,,1050000,0,0,0001291422-18-000009
"MARTIN MARIETTA MATERIALS, INC.",COMMON STOCK,573284106,448,2460,SH,,SOLE,,2460,0,0,0001291422-18-000009
MATTHEWS,MUTUAL FUNDS -,577125107,236,12540,SH,,SOLE,,12540,0,0,0001291422-18-000009
"MAXIM INTEGRATED PRODUCTS, INC.",COMMON STOCK,57772K101,3859,68441,SH,,SOLE,,67670,0,771,0001291422-18-000009
"MAXIM INTEGRATED PRODUCTS, INC.",COMMON STOCK,57772K101,41,723,SH,,DFND,,723,0,0,0001291422-18-000009
MCDONALDS CORP,COMMON STOCK,580135101,188,1123,SH,,SOLE,,1123,0,0,0001291422-18-000009
MCDONALDS CORP,COMMON STOCK,580135101,67,400,SH,,OTR,,400,0,0,0001291422-18-000009
MCKESSON CORP,CORPORATE BONDS,581557BD6,3268,3275000,PRN,,SOLE,,3225000,0,50000,0001291422-18-000009
